"","QKEY","INTERVIEW_START_W70","INTERVIEW_END_W70","DEVICE_TYPE_W70","LANG_W70","XATTEND_W70","FORM_W70","SPIRIT1_a_W70","SPIRIT1_b_W70","SPIRIT1_c_W70","SPIRIT1_d_W70","SPIRIT2_a_W70","SPIRIT2_b_W70","SPIRIT2_c_W70","SPIRIT2_d_W70","COVIDRF_W70","COVIDVOL1_a_W70","COVIDVOL1_b_W70","COVIDVOL1_c_W70","COVIDVOL2_a_W70","COVIDVOL2_b_W70","COVIDVOL2_c_W70","BRAND1_W70","BRAND2_W70","BRAND3_a_W70","BRAND3_b_W70","ATTENDMONTH_W70","ATTENDONLINE_W70","ATTENDFUT1_W70","ATTENDFUT2_W70","COVIDCONG2_W70","COVIDCONG3_W70","COVIDCONG4_W70","CONGRESTRICT1_a_W70","CONGRESTRICT1_b_W70","CONGRESTRICT1_c_W70","CONGRESTRICT1_d_W70","CONGRESTRICT2_a_W70","CONGRESTRICT2_b_W70","CONGRESTRICT2_c_W70","CONGRESTRICT2_d_W70","ATTENDCONF_W70","CONGDONATE_W70","ONLINESATIS_W70","ONLINEOTH_W70","ONLINESERV_W70","SERMONISSUE_a_W70","SERMONISSUE_b_W70","SERMONISSUE_c_W70","SERMONISSUE_d_W70","SERMONISSUE_e_W70","SERMONISSUE_f_W70","SERMONISSUE_g_W70","SERMONTRUMP_W70","SERMONBIDEN_W70","COVIDLESSON1_W70","COVIDLESSON2_W70","COVIDTHREAT_a_W70","COVIDTHREAT_b_W70","COVIDTHREAT_c_W70","COVIDTHREAT_d_W70","SNSUSE_W70","CONTACTTRAC1_W70","CONTACTTRAC2_W70","CONTACTPHONEF1_W70","CONTACTHOMEF2_W70","CTKNOW1_W70","SECUR1_W70","SHAREINFO1_a_W70","SHAREINFO1_b_W70","SHAREINFO1_c_W70","HEALTHRECF1_W70","WHYNOTQUARF1_a_W70","WHYNOTQUARF1_b_W70","WHYNOTQUARF1_c_W70","WHYNOTQUARF1_d_W70","WHYNOTQUARF1_e_W70","HEALTHRECF2_W70","WHYDIFFICULTF2_a_W70","WHYDIFFICULTF2_b_W70","WHYDIFFICULTF2_c_W70","WHYDIFFICULTF2_d_W70","WHYDIFFICULTF2_e_W70","RECSAFE_a_W70","RECSAFE_b_W70","RECSAFE_c_W70","RECSAFE_d_W70","RECSAFE_e_W70","CVDATAACCEPT_a_W70","CVDATAACCEPT_b_W70","CVDATAACCEPT_c_W70","CVDATAACCEPT_d_W70","SOCIALPOL_W70","SNSRATE_W70","CHOICE1_W70","QCHANGE1_W70","SOCEFF1_a_W70","SOCEFF1_b_W70","SOCEFF1_c_W70","SOCEFF1_d_W70","SOCEFF1_e_W70","ELECTFTGSNSINT_W70","TALKDISASNSINT_W70","TALKCMNSNSINT_W70","SM9_a_W70","SM9_b_W70","SM9_c_W70","SM9_d_W70","SM9_e_W70","PARTY_W70","PARTYLN_W70","PARTYSTR_W70","F_METRO","F_CREGION","F_CDIVISION","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_RACECMB","F_RACETHNMOD","F_CITIZEN","F_NATIVITY2","F_MARITAL","F_RELIG","F_BORN","F_RELTRAD","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_IDEO","F_ACSWEB","F_VOLSUM","F_HISP_ORIGIN","F_YEARSINUS","F_PARTYSUMIDEO","WEIGHT_W70"
"9422",201901041188,2020-07-15 07:33:18,2020-07-15 07:52:17,2,2,1,2,1,5,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,3,3,1,3,2,NA,NA,NA,NA,1,1,1,2,3,4,2,2,1,2,2,1,2,2,1,2,4,4,1,2,2,1,1,1,1,2,2,NA,4,4,3,3,3,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,1,4,3,2,3,4,3,4,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,1,NA,1,3,5,2,1,1,5,1,1,3,1,6,3,1,99,1100,2,3,1,1,99,99,2,3,1,1,5,3,2,0.179874553873737
"9423",201901041193,2020-07-14 16:18:15,2020-07-14 16:57:37,1,1,2,2,5,5,2,2,4,5,1,1,1,2,2,2,2,2,2,3,1,3,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,3,1,1,1,NA,4,1,2,1,1,1,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,2,2,3,2,2,2,4,4,4,1,2,1,1,1,1,1,3,1,1,2,2,1,3,1,3,2,2,NA,1,1,3,5,2,2,1,5,1,1,3,1,6,1,1,2,1200,5,2,NA,2,3,3,1,3,1,2,5,4,3,0.208240527251771
"9424",201901041231,2020-07-14 17:13:12,2020-07-14 17:28:49,1,1,1,2,5,5,1,2,1,5,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,3,NA,2,2,2,3,3,3,3,1,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,1,NA,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,NA,3,2,1,2,2,2,NA,3,2,NA,3,2,2,2,2,NA,NA,NA,2,2,2,2,2,3,2,NA,1,4,9,3,1,2,3,1,5,3,1,1,1,2,2,10000,3,3,2,2,9,1,1,3,1,1,1,1,3,0.440801434007994
"9425",201901041280,2020-07-14 19:56:04,2020-07-19 08:52:25,2,1,1,2,1,2,1,2,2,5,1,1,1,1,1,1,2,2,2,2,2,NA,NA,2,1,3,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,2,2,1,2,2,2,2,2,4,4,1,2,1,1,1,1,1,2,1,NA,3,3,2,1,1,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,3,3,2,2,2,2,3,2,1,2,2,1,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,NA,1,1,2,3,2,2,3,1,1,3,1,1,3,1,2,1200,3,3,2,2,7,1,1,4,1,1,2,1,4,0.27251494730267
"9426",201901041346,2020-07-14 18:09:20,2020-07-14 18:28:26,2,2,2,2,5,5,1,5,5,5,1,1,1,2,2,2,2,2,2,3,1,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,2,2,NA,4,3,3,4,4,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,2,1,3,2,2,2,1,2,2,1,3,1,1,2,2,2,2,3,2,NA,2,1,3,5,4,2,2,4,1,1,3,1,4,5,2,2,10000,5,2,NA,2,2,3,1,2,1,2,3,3,3,0.197297909900179
"9427",201901041406,2020-07-15 10:12:48,2020-07-15 10:28:18,2,2,1,2,2,5,2,4,1,3,1,1,1,2,2,2,1,2,2,2,2,NA,NA,2,2,3,NA,2,2,2,3,1,3,3,1,1,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,2,3,3,1,1,3,NA,NA,NA,NA,NA,NA,2,1,3,1,3,2,2,2,3,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,3,1,1,1,2,NA,2,1,3,5,2,2,2,3,1,1,3,2,6,3,2,2,10000,3,2,NA,2,5,2,NA,4,1,2,4,3,4,0.159198534431315
"9428",201901041472,2020-07-14 21:14:01,2020-07-14 21:42:50,2,1,2,1,5,5,5,5,1,4,2,1,1,2,2,1,1,2,2,3,1,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,1,2,2,4,NA,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,1,1,4,4,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,3,2,NA,1,1,3,5,3,2,2,3,1,1,3,1,1,6,1,1,1100,6,2,NA,2,4,2,1,5,1,2,5,1,4,0.310521540143444
"9429",201901041542,2020-07-15 20:35:41,2020-07-16 15:38:54,2,1,2,2,5,5,4,4,1,5,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,1,2,1,NA,2,2,3,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,3,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,3,2,NA,1,1,3,5,2,1,1,6,1,1,3,1,6,1,2,2,10000,4,2,NA,2,8,1,1,3,1,1,5,3,3,0.0958117894999925
"9430",201901041582,2020-07-14 23:22:41,2020-07-14 23:43:13,1,2,2,2,2,5,1,4,2,3,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,2,1,2,4,4,1,2,1,1,1,1,1,3,1,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,2,99,1,2,3,1,3,3,4,3,4,2,4,2,4,1,2,2,2,2,2,1,2,3,1,1,1,2,3,2,2,2,2,NA,1,1,3,5,4,1,2,4,1,1,3,1,4,3,12,NA,1e+05,4,2,NA,2,3,3,1,3,1,2,3,4,3,0.177477762904038
"9431",201901041601,2020-07-18 15:30:59,2020-07-18 16:27:04,2,1,1,1,5,2,2,5,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,2,1,3,1,1,2,2,1,1,1,99,1,1,99,1,1,3,1,1,1,2,2,1,1,1,1,2,4,4,1,1,2,2,1,2,1,2,1,1,NA,1,2,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,4,4,1,2,1,99,4,2,2,2,1,3,1,2,3,3,2,2,3,4,1,NA,1,1,2,2,2,1,5,1,5,3,1,1,1,2,1,10000,2,4,1,1,6,2,1,4,1,2,1,1,2,0.679614802700496
"9432",201901041622,2020-07-14 16:47:56,2020-07-14 16:55:49,1,1,1,1,5,5,5,2,4,4,3,1,1,2,2,2,2,2,2,1,1,1,1,2,2,3,NA,1,2,2,1,1,1,2,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,1,2,1,NA,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,1,2,3,3,3,3,3,2,2,1,2,2,1,1,2,1,2,1,3,2,1,2,2,NA,1,1,3,5,2,1,1,6,1,1,3,1,1,1,2,2,10000,3,2,NA,2,9,1,1,4,1,2,3,1,4,0.0878320390836286
"9433",201901041630,2020-07-14 18:07:48,2020-07-14 18:18:24,2,2,2,1,3,5,2,4,4,5,4,4,1,2,2,2,2,2,1,3,1,4,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,2,1,1,NA,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,1,2,1,1,1,3,1,2,4,2,2,2,3,3,2,2,3,2,4,3,3,1,NA,1,1,3,5,3,1,1,5,1,1,3,2,6,1,2,2,10000,4,1,NA,1,5,2,NA,3,1,2,5,2,2,0.189456743562818
"9434",201901041682,2020-07-14 15:48:20,2020-07-14 16:01:15,1,1,1,1,2,4,2,2,1,3,3,2,1,1,2,2,2,2,1,2,1,2,2,2,2,3,NA,1,2,2,3,3,1,1,1,1,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,2,1,3,NA,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,1,2,2,3,3,2,3,2,2,3,3,3,3,3,3,1,1,3,2,2,3,2,2,NA,2,1,4,9,2,2,2,3,1,1,3,1,5,1,2,2,10000,3,2,NA,2,6,2,1,3,1,1,1,4,3,0.585038169540349
"9435",201901041704,2020-07-15 06:53:35,2020-07-15 07:02:14,2,1,2,2,5,5,2,2,5,5,5,3,1,2,2,2,2,2,2,1,1,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,1,1,1,NA,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,2,3,3,3,3,2,1,1,2,2,2,1,3,3,2,2,1,2,1,1,1,1,2,1,1,1,2,1,3,1,1,3,4,2,NA,1,3,5,1,1,3,2,1,4,3,1,1,6,10,NA,1e+05,6,4,2,2,5,2,1,5,1,2,5,1,4,2.88573942899305
"9436",201901041842,2020-07-16 15:09:56,2020-07-16 15:17:09,2,2,2,1,5,5,5,2,1,2,1,1,1,2,2,2,2,2,2,2,1,3,1,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,2,2,2,2,4,4,1,2,1,1,1,1,1,1,2,99,NA,3,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,2,3,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,4,1,NA,1,3,5,2,2,1,6,1,1,3,2,5,1,2,2,10000,4,4,1,1,6,2,NA,2,1,2,1,2,1,1.60567768350561
"9437",201901041863,2020-07-14 16:59:52,2020-07-14 17:11:27,2,2,2,2,3,5,1,2,1,5,1,1,1,2,2,2,1,2,1,2,2,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,99,1,NA,3,3,2,1,2,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,2,1,3,1,1,2,1,NA,1,1,3,5,2,2,3,1,1,1,3,1,4,6,12,NA,1e+05,6,1,NA,1,2,3,3,3,1,2,3,2,2,0.563082153763675
"9438",201901041882,2020-07-17 02:22:28,2020-07-17 13:13:04,2,2,1,1,1,5,1,1,1,1,1,1,1,2,2,1,2,2,2,3,2,NA,NA,2,1,3,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,1,3,NA,2,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,2,1,1,1,1,2,3,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,NA,2,1,3,5,4,2,2,3,1,5,3,1,6,1,2,2,10000,2,2,NA,2,3,3,1,3,1,2,5,4,3,0.215935340902354
"9439",201901041890,2020-07-16 15:54:24,2020-07-16 16:14:25,2,2,1,2,1,5,4,5,1,1,1,1,1,2,2,2,2,1,1,1,1,1,3,2,1,3,2,1,2,2,1,1,1,2,1,1,1,2,2,4,1,3,2,2,2,1,2,2,2,2,4,4,1,1,1,1,1,1,1,2,1,NA,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,1,3,1,1,3,1,1,1,4,1,3,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,4,1,1,3,3,1,NA,1,3,5,2,2,2,4,1,1,3,1,6,1,1,1,1100,1,3,1,1,6,2,1,3,1,1,5,3,2,0.173529479002797
"9440",201901041909,2020-07-17 16:53:22,2020-07-19 16:53:11,1,2,1,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,3,3,1,2,2,1,1,2,2,1,2,4,4,1,2,2,2,1,1,1,1,2,2,NA,4,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,2,NA,1,3,5,3,1,1,5,1,5,3,1,6,1,2,2,10000,1,3,2,2,9,1,1,3,1,1,5,3,3,0.0865487093469044
"9441",201901041958,2020-07-15 11:08:32,2020-07-15 11:30:03,1,2,1,2,2,5,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,NA,NA,2,1,3,2,1,2,2,1,1,1,1,1,1,1,1,4,3,1,1,2,2,2,1,2,2,2,2,4,4,1,1,1,1,3,2,1,1,1,NA,4,4,2,3,3,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,2,3,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,3,3,2,1,2,1,NA,1,1,3,5,3,2,3,2,1,1,3,1,6,1,2,1,10000,1,1,NA,1,6,2,1,4,1,2,5,4,2,0.519974797944298
"9442",201901042283,2020-07-15 21:20:27,2020-07-15 22:06:59,2,2,2,2,5,5,3,5,1,5,1,1,1,2,2,2,2,2,2,4,1,4,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,1,4,2,1,1,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,3,4,2,3,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1,2,3,4,2,2,4,3,1,NA,1,3,5,3,2,3,1,1,1,3,2,6,3,2,2,10000,4,3,1,1,6,2,NA,3,1,2,5,4,2,0.764489702046952
"9443",201901042297,2020-07-14 16:20:46,2020-07-14 16:45:00,1,1,2,1,1,2,2,2,4,5,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,2,2,1,1,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,3,2,2,2,3,3,NA,2,2,NA,2,2,1,1,1,NA,NA,NA,2,2,2,2,2,2,NA,1,1,3,5,3,2,1,6,1,1,3,1,6,3,2,2,10000,4,2,NA,2,8,1,1,3,1,1,5,4,3,0.0799868865015382
"9444",201901042302,2020-07-17 01:29:19,2020-07-19 03:38:59,1,1,1,1,2,4,4,2,3,2,1,1,2,2,1,1,1,1,1,2,2,NA,NA,2,2,2,NA,1,4,2,NA,NA,NA,NA,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,99,1,1,4,3,NA,3,2,3,3,4,3,1,3,1,1,99,NA,NA,NA,NA,NA,NA,99,2,2,3,2,1,3,1,99,3,2,1,2,4,2,1,3,2,2,2,2,3,2,2,2,99,4,2,NA,1,3,5,2,2,3,1,1,1,3,1,1,4,1,2,1200,2,4,2,2,2,3,3,4,2,1,3,1,4,0.366943744408812
"9445",201901042334,2020-07-16 01:06:33,2020-07-16 01:14:41,1,1,2,1,5,5,1,2,5,5,4,3,1,2,2,2,2,2,2,3,1,2,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,2,1,3,NA,2,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,3,2,3,2,2,3,3,1,2,3,3,2,3,2,2,2,2,3,2,3,2,2,3,2,NA,1,4,9,2,1,3,2,1,1,3,1,1,6,2,2,10000,6,3,2,2,6,2,1,3,1,2,1,1,3,2.8243568465738
"9446",201901042456,2020-07-18 04:06:12,2020-07-18 04:14:34,1,2,2,2,4,5,3,2,2,5,1,1,1,2,2,2,2,2,2,2,1,3,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,1,2,1,NA,4,2,2,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,2,3,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,1,2,NA,2,1,3,5,2,2,1,5,1,1,3,1,6,2,12,NA,1e+05,5,2,NA,2,7,1,1,3,1,1,5,4,3,0.0921739846162723
"9447",201901042474,2020-07-14 19:58:15,2020-07-14 20:13:27,1,2,2,2,5,5,5,5,1,4,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,2,1,NA,2,4,2,3,3,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,4,NA,4,4,1,2,2,2,NA,3,2,NA,2,2,2,2,2,NA,NA,NA,1,3,1,1,3,4,2,NA,1,3,5,2,2,1,5,1,1,3,2,6,1,1,1,1100,4,4,2,2,6,2,NA,3,1,2,5,2,3,0.330012886916821
"9448",201901042541,2020-07-18 05:29:30,2020-07-18 05:55:13,2,2,1,2,4,5,1,2,2,2,1,1,1,1,2,2,2,2,2,3,2,NA,NA,2,1,2,1,1,3,2,NA,NA,NA,NA,1,1,1,2,2,2,1,3,2,2,2,1,2,2,2,2,2,3,1,2,1,1,1,1,2,1,1,NA,3,3,2,2,1,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,2,NA,2,3,1,2,3,2,NA,1,2,NA,2,1,1,2,2,NA,NA,NA,2,3,1,1,3,1,NA,2,1,3,5,3,1,1,6,1,1,3,2,6,1,1,1,1100,2,1,NA,1,7,1,NA,3,1,2,5,2,2,0.217355716260062
"9449",201901042585,2020-07-16 17:53:46,2020-07-19 22:33:07,2,1,2,2,2,2,1,2,3,3,2,2,1,1,2,2,1,2,1,2,1,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,3,1,NA,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,2,3,2,2,1,2,2,3,3,2,1,1,3,2,2,2,1,2,2,2,1,2,1,1,2,2,NA,2,1,3,5,1,2,1,6,1,1,3,2,6,6,2,99,10000,4,2,NA,2,5,2,NA,4,1,1,5,2,4,0.110924605695486
"9450",201901042590,2020-07-17 18:18:54,2020-07-17 18:35:23,2,1,1,1,2,4,4,3,3,4,5,2,1,2,1,1,2,2,2,2,1,2,4,2,1,2,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,2,1,1,1,1,1,1,2,3,3,1,1,1,2,1,1,1,1,1,3,NA,3,3,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,3,3,4,2,2,2,1,2,2,2,2,2,3,1,2,1,1,2,1,2,3,2,NA,1,4,9,99,1,2,4,1,99,3,1,5,6,1,99,1200,2,3,2,2,99,99,1,3,1,1,1,4,3,1.58713637314303
"9451",201901042621,2020-07-15 15:46:30,2020-07-15 16:01:51,1,2,2,2,5,5,1,4,3,5,1,1,1,1,2,2,2,2,2,1,1,1,4,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,1,1,1,1,3,3,1,2,1,1,1,1,1,2,1,NA,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,3,4,2,3,1,4,4,2,1,2,2,2,2,2,2,2,3,2,2,2,3,3,3,4,3,2,NA,1,1,3,5,2,1,2,4,1,1,3,1,4,4,12,NA,1e+05,5,2,NA,2,5,2,1,3,1,2,3,3,3,0.228253674247257
"9452",201901042628,2020-07-15 22:08:09,2020-07-15 22:18:38,1,1,2,2,5,5,1,2,3,5,2,1,1,2,2,1,2,2,2,2,1,3,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,2,1,NA,3,2,2,1,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,3,3,2,1,3,2,2,4,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,3,1,NA,1,3,5,3,2,1,5,1,1,3,1,2,1,2,2,10000,5,3,1,1,7,1,1,2,1,2,3,4,1,0.103710636387787
"9453",201901042630,2020-07-14 19:24:19,2020-07-14 19:55:45,2,2,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,1,1,3,5,3,1,3,2,1,1,3,2,6,3,2,2,10000,2,2,NA,2,2,3,NA,3,1,2,5,2,3,0.832958433190924
"9454",201901042651,2020-07-14 15:53:59,2020-07-14 16:07:01,2,1,2,1,5,4,2,1,1,1,3,2,1,1,2,1,2,2,1,4,1,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,2,3,2,NA,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,4,2,NA,1,2,3,2,2,3,2,1,4,3,1,1,1,6,NA,60000,4,4,2,2,2,3,1,3,1,2,2,1,3,1.6857150415198
"9455",201901042672,2020-07-14 15:44:42,2020-07-14 16:14:33,2,1,2,2,1,5,4,5,1,5,4,1,1,1,2,2,2,2,2,1,1,1,1,1,1,3,3,2,2,3,1,1,3,3,NA,NA,NA,NA,3,4,1,2,1,2,2,2,2,2,2,2,4,4,1,1,1,1,1,2,1,99,3,NA,4,2,2,3,3,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,2,3,3,3,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,NA,2,1,3,5,3,2,2,3,1,1,3,1,6,2,2,2,10000,5,1,NA,1,5,2,1,2,1,2,4,4,1,0.307854104067114
"9456",201901042799,2020-07-14 15:53:08,2020-07-14 23:46:55,2,1,2,1,1,5,2,3,1,3,1,2,1,2,2,1,1,2,2,3,99,NA,NA,1,1,1,1,99,2,2,2,2,2,2,1,1,2,1,4,99,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,1,1,1,3,1,4,NA,3,3,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,4,4,4,4,3,2,1,2,4,3,3,3,3,3,1,2,3,1,3,4,4,3,99,NA,1,3,5,2,2,1,6,1,1,3,1,1,4,12,NA,1e+05,4,3,99,9,6,2,1,4,1,1,3,1,9,0.0578333230964408
